SESSION-CRYPTO FIELD TAINT V9
Parser output semantic fields established by v8: session algorithm presence/value @ +0x118/+0x11c; session key-length presence/value @ +0x120/+0x128.
Goal: find copies/consumers of this exact four-offset signature in networking code and connect it to P2P constructors.

=== CRYPTO PARSER ENTRY (confirm output pointer) 0x7c088e4-0x7c08980 ===
0x7c088e4: stp       x29, x30, [sp, #-0x60]!
  0x7beae84: bl        #0x8b385d0
  ...
  0x7beae8c: bl        #0x8b385e0
  ...
  0x7beaf48: bl        #0x2efa56c
  ...
  0x7beaf84: bl        #0x2efa56c
  ...
  0x7beafc0: bl        #0x2efa56c
  ...
  0x7beafec: bl        #0x2efa56c
  ...
  0x7beaff4: bl        #0x8b385c0
  ...
  0x7beb004: bl        #0x8b385d0
  ...
  0x7beb00c: bl        #0x8b385e0
  ...
  0x7beb01c: bl        #0x2efa56c
  ...
  0x7beb02c: bl        #0x2efa56c
  ...
  0x7beb0b4: bl        #0x2efb614
  ...
  0x7beb0c8: bl        #0x7bf1890
  ...
  0x7beb158: bl        #0x8b38590
  ...
  0x7beb180: bl        #0x8b385a0
  ...
  0x7beb1d4: bl        #0x8b35330
  ...
  0x7beb1e4: bl        #0x2f2e26c
  ...
  0x7beb1f8: bl        #0x2f92e04
  ...
  0x7beb214: bl        #0x2f8e53c
  ...
  0x7beb284: bl        #0x8b38590
  ...
  0x7beb2a8: bl        #0x8b385a0
  ...
  0x7beb318: bl        #0x2f2e26c
  ...
  0x7beb324: bl        #0x8b38620
  ...
  0x7beb34c: bl        #0x2efa56c
  ...
  0x7beb354: bl        #0x8b385c0
  ...
  0x7beb364: bl        #0x8b385d0
  ...
  0x7beb36c: bl        #0x8b385e0
  ...
  0x7beb394: bl        #0x8b38590
  ...
  0x7beb3b8: bl        #0x8b385a0
  ...
  0x7beb42c: bl        #0x2f2e26c
  ...
  0x7beb438: bl        #0x8b38620
  ...
  0x7beb460: bl        #0x2efa56c
  ...
  0x7beb468: bl        #0x8b385c0
  ...
  0x7beb478: bl        #0x8b385d0
  ...
  0x7beb480: bl        #0x8b385e0
  ...
  0x7beb4a8: bl        #0x8b38590
  ...
  0x7beb4cc: bl        #0x8b385a0
  ...
  0x7beb540: bl        #0x2f2e26c
  ...
  0x7beb54c: bl        #0x8b38620
  ...
  0x7beb574: bl        #0x2efa56c
  ...
  0x7beb57c: bl        #0x8b385c0
  ...
  0x7beb58c: bl        #0x8b385d0
  ...
  0x7beb594: bl        #0x8b385e0
  ...
  0x7beb5bc: bl        #0x8b38590
  ...
  0x7beb5e4: bl        #0x8b385a0
  ...
  0x7beb670: bl        #0x2f2e26c
  ...
  0x7beb67c: bl        #0x8b38620
  ...
  0x7beb6b0: bl        #0x2efa56c
  ...
  0x7beb6b8: bl        #0x8b385c0
  ...
  0x7beb6c8: bl        #0x8b385d0
  ...
  0x7beb6d0: bl        #0x8b385e0
  ...
  0x7beb78c: bl        #0x2efa56c
  ...
  0x7beb7c8: bl        #0x2efa56c
  ...
  0x7beb7e0: bl        #0x2f0c7fc
  ...
  0x7beb7f0: bl        #0x2f8e53c
  ...
  0x7beb85c: bl        #0x2efa4dc
  ...
  0x7beb884: bl        #0x8b352f0
  ...
  0x7beb8a0: bl        #0x2efa56c
  ...
  0x7beb8cc: bl        #0x2efa56c
  ...
  0x7beb8d4: bl        #0x8b385c0
  ...
  0x7beb8e4: bl        #0x8b385d0
  ...
  0x7beb8ec: bl        #0x8b385e0
  ...
  0x7beb8fc: bl        #0x2efa56c
  ...
  0x7beb90c: bl        #0x2efa56c
  ...
  0x7beb96c: bl        #0x2efb614
  ...
  0x7beb988: bl        #0x7bf1890
  ...
  0x7beba18: bl        #0x8b38590
  ...
  0x7beba40: bl        #0x8b385a0
  ...
  0x7beba94: bl        #0x8b35330
  ...
  0x7bebaa4: bl        #0x2f2e26c
  ...
  0x7bebab8: bl        #0x2f92e04
  ...
  0x7bebad4: bl        #0x2f8e53c
  ...
  0x7bebb44: bl        #0x8b38590
  ...
  0x7bebb68: bl        #0x8b385a0
  ...
  0x7bebbd8: bl        #0x2f2e26c
  ...
  0x7bebbe4: bl        #0x8b38620
  ...
  0x7bebc0c: bl        #0x2efa56c
  ...
  0x7bebc14: bl        #0x8b385c0
  ...
  0x7bebc24: bl        #0x8b385d0
  ...
  0x7bebc2c: bl        #0x8b385e0
  ...
  0x7bebc54: bl        #0x8b38590
  ...
  0x7bebc78: bl        #0x8b385a0
  ...
  0x7bebcec: bl        #0x2f2e26c
  ...
  0x7bebcf8: bl        #0x8b38620
  ...
  0x7bebd20: bl        #0x2efa56c
  ...
  0x7bebd28: bl        #0x8b385c0
  ...
  0x7bebd38: bl        #0x8b385d0
  ...
  0x7bebd40: bl        #0x8b385e0
  ...
  0x7bebd68: bl        #0x8b38590
  ...
  0x7bebd8c: bl        #0x8b385a0
  ...
  0x7bebe00: bl        #0x2f2e26c
  ...
  0x7bebe0c: bl        #0x8b38620
  ...
  0x7bebe38: bl        #0x2efa56c
  ...
  0x7bebe40: bl        #0x8b385c0
  ...
  0x7bebe50: bl        #0x8b385d0
  ...
  0x7bebe58: bl        #0x8b385e0
  ...
  0x7bebe80: bl        #0x8b38590
  ...
  0x7bebea8: bl        #0x8b385a0
  ...
  0x7bebf38: bl        #0x2f2e26c
  ...
  0x7bebf44: bl        #0x8b38620
  ...
  0x7bebf70: bl        #0x2efa56c
  ...
  0x7bebf78: bl        #0x8b385c0
  ...
  0x7bebf88: bl        #0x8b385d0
  ...
  0x7bebf90: bl        #0x8b385e0
  ...
  0x7bec04c: bl        #0x2efa56c
  ...
  0x7bec088: bl        #0x2efa56c
  ...
  0x7bec0c8: bl        #0x2efa56c
  ...
  0x7bec0f4: bl        #0x2efa56c
  ...
  0x7bec0fc: bl        #0x8b385c0
  ...
  0x7bec10c: bl        #0x8b385d0
  ...
  0x7bec114: bl        #0x8b385e0
  ...
  0x7bec124: bl        #0x2efa56c
  ...
  0x7bec134: bl        #0x2efa56c
  ...
  0x7bec174: bl        #0x2efb614
  ...
  0x7bec188: bl        #0x7bf1890
  ...
  0x7bec214: bl        #0x8b38590
  ...
  0x7bec23c: bl        #0x8b385a0
  ...
  0x7bec290: bl        #0x8b35330
  ...
  0x7bec2a0: bl        #0x2f2e26c
  ...
  0x7bec2b4: bl        #0x2f92e04
  ...
  0x7bec2d0: bl        #0x2f8e53c
  ...
  0x7bec340: bl        #0x8b38590
  ...
  0x7bec364: bl        #0x8b385a0
  ...
  0x7bec3d4: bl        #0x2f2e26c
  ...
  0x7bec3e0: bl        #0x8b38620
  ...
  0x7bec408: bl        #0x2efa56c
  ...
  0x7bec410: bl        #0x8b385c0
  ...
  0x7bec420: bl        #0x8b385d0
  ...
  0x7bec428: bl        #0x8b385e0
  ...
  0x7bec450: bl        #0x8b38590
  ...
  0x7bec474: bl        #0x8b385a0
  ...
  0x7bec4e8: bl        #0x2f2e26c
  ...
  0x7bec4f4: bl        #0x8b38620
  ...
  0x7bec51c: bl        #0x2efa56c
  ...
  0x7bec524: bl        #0x8b385c0
  ...
  0x7bec534: bl        #0x8b385d0
  ...
  0x7bec53c: bl        #0x8b385e0
  ...
  0x7bec564: bl        #0x8b38590
  ...
  0x7bec588: bl        #0x8b385a0
  ...
  0x7bec5fc: bl        #0x2f2e26c
  ...
  0x7bec608: bl        #0x8b38620
  ...
  0x7bec634: bl        #0x2efa56c
  ...
  0x7bec63c: bl        #0x8b385c0
  ...
  0x7bec64c: bl        #0x8b385d0
  ...
  0x7bec654: bl        #0x8b385e0
  ...
  0x7bec67c: bl        #0x8b38590
  ...
  0x7bec6a4: bl        #0x8b385a0
  ...
  0x7bec734: bl        #0x2f2e26c
  ...
  0x7bec740: bl        #0x8b38620
  ...
  0x7bec76c: bl        #0x2efa56c
  ...
  0x7bec774: bl        #0x8b385c0
  ...
  0x7bec784: bl        #0x8b385d0
  ...
  0x7bec78c: bl        #0x8b385e0
  ...
  0x7bec848: bl        #0x2efa56c
  ...
  0x7bec884: bl        #0x2efa56c
  ...
  0x7bec8c4: bl        #0x2efa56c
  ...
  0x7bec8f0: bl        #0x2efa56c
  ...
  0x7bec8f8: bl        #0x8b385c0
  ...
  0x7bec908: bl        #0x8b385d0
  ...
  0x7bec910: bl        #0x8b385e0
  ...
  0x7bec920: bl        #0x2efa56c
  ...
  0x7bec930: bl        #0x2efa56c
  ...
  0x7bec9b8: bl        #0x2efb614
  ...
  0x7bec9cc: bl        #0x7bf1890
  ...
  0x7beca5c: bl        #0x8b38590
  ...
  0x7beca84: bl        #0x8b385a0
  ...
  0x7becad8: bl        #0x8b35330
  ...
  0x7becae8: bl        #0x2f2e26c
  ...
  0x7becafc: bl        #0x2f92e04
  ...
  0x7becb18: bl        #0x2f8e53c
  ...
  0x7becb88: bl        #0x8b38590
  ...
  0x7becbac: bl        #0x8b385a0
  ...
  0x7becc1c: bl        #0x2f2e26c
  ...
  0x7becc28: bl        #0x8b38620
  ...
  0x7becc50: bl        #0x2efa56c
  ...
  0x7becc58: bl        #0x8b385c0
  ...
  0x7becc68: bl        #0x8b385d0
  ...
  0x7becc70: bl        #0x8b385e0
  ...
  0x7becc98: bl        #0x8b38590
  ...
  0x7beccbc: bl        #0x8b385a0
  ...
  0x7becd30: bl        #0x2f2e26c
  ...
  0x7becd3c: bl        #0x8b38620
  ...
  0x7becd64: bl        #0x2efa56c
  ...
  0x7becd6c: bl        #0x8b385c0
  ...
  0x7becd7c: bl        #0x8b385d0
  ...
  0x7becd84: bl        #0x8b385e0
  ...
  0x7becdac: bl        #0x8b38590
  ...
  0x7becdd0: bl        #0x8b385a0
  ...
  0x7bece44: bl        #0x2f2e26c
  ...
  0x7bece50: bl        #0x8b38620
  ...
  0x7bece7c: bl        #0x2efa56c
  ...
  0x7bece84: bl        #0x8b385c0
  ...
  0x7bece94: bl        #0x8b385d0
  ...
  0x7bece9c: bl        #0x8b385e0
  ...
  0x7becec4: bl        #0x8b38590
  ...
  0x7beceec: bl        #0x8b385a0
  ...
  0x7becf7c: bl        #0x2f2e26c
  ...
  0x7becf88: bl        #0x8b38620
  ...
  0x7becfb4: bl        #0x2efa56c
  ...
  0x7becfbc: bl        #0x8b385c0
  ...
  0x7becfcc: bl        #0x8b385d0
  ...
  0x7becfd4: bl        #0x8b385e0
  ...
  0x7bed090: bl        #0x2efa56c
  ...
  0x7bed0cc: bl        #0x2efa56c
  ...
  0x7bed0e4: bl        #0x2f0c7fc
  ...
  0x7bed0f4: bl        #0x2f8e53c
  ...
  0x7bed160: bl        #0x2efa4dc
  ...
  0x7bed180: bl        #0x8b352f0
  ...
  0x7bed1a4: bl        #0x2f0c7fc
  ...
  0x7bed1b4: bl        #0x2f8e53c
  ...
  0x7bed220: bl        #0x2efa4dc
  ...
  0x7bed240: bl        #0x8b352f0
  ...
  0x7bed25c: bl        #0x2efa56c
  ...
  0x7bed288: bl        #0x2efa56c
  ...
  0x7bed290: bl        #0x8b385c0
  ...
  0x7bed2a0: bl        #0x8b385d0
  ...
  0x7bed2a8: bl        #0x8b385e0
  ...
  0x7bed2b8: bl        #0x2efa56c
  ...
  0x7bed2c8: bl        #0x2efa56c
  ...
  0x7bed324: bl        #0x2efb614
  ...
  0x7bed340: bl        #0x7bf1890
  ...
  0x7bed3d4: bl        #0x8b38590
  ...
  0x7bed3fc: bl        #0x8b385a0
  ...
  0x7bed450: bl        #0x8b35330
  ...
  0x7bed460: bl        #0x2f2e26c
  ...
  0x7bed474: bl        #0x2f92e04
  ...
  0x7bed490: bl        #0x2f8e53c
  ...
  0x7bed508: bl        #0x8b38590
  ...
  0x7bed52c: bl        #0x8b385a0
  ...
  0x7bed594: bl        #0x2f2e26c
  ...
  0x7bed5a0: bl        #0x8b38620
  ...
  0x7bed5c8: bl        #0x2efa56c
  ...
  0x7bed5d0: bl        #0x8b385c0
  ...
  0x7bed5e0: bl        #0x8b385d0
  ...
  0x7bed5e8: bl        #0x8b385e0
  ...
  0x7bed610: bl        #0x8b38590
  ...
  0x7bed634: bl        #0x8b385a0
  ...
  0x7bed6a8: bl        #0x2f2e26c
  ...
  0x7bed6b4: bl        #0x8b38620
  ...
  0x7bed6dc: bl        #0x2efa56c
  ...
  0x7bed6e4: bl        #0x8b385c0
  ...
  0x7bed6f4: bl        #0x8b385d0
  ...
  0x7bed6fc: bl        #0x8b385e0
  ...
  0x7bed724: bl        #0x8b38590
  ...
  0x7bed748: bl        #0x8b385a0
  ...
  0x7bed7bc: bl        #0x2f2e26c
  ...
  0x7bed7c8: bl        #0x8b38620
  ...
  0x7bed7f0: bl        #0x2efa56c
  ...
  0x7bed7f8: bl        #0x8b385c0
  ...
  0x7bed808: bl        #0x8b385d0
  ...
  0x7bed810: bl        #0x8b385e0
  ...
  0x7bed838: bl        #0x8b38590
  ...
  0x7bed860: bl        #0x8b385a0
  ...
  0x7bed8f0: bl        #0x2f2e26c
  ...
  0x7bed8fc: bl        #0x8b38620
  ...
  0x7bed928: bl        #0x2efa56c
  ...
  0x7bed930: bl        #0x8b385c0
  ...
  0x7bed940: bl        #0x8b385d0
  ...
  0x7bed948: bl        #0x8b385e0
  ...
  0x7beda08: bl        #0x2efa56c
  ...
  0x7beda44: bl        #0x2efa56c
  ...
  0x7beda88: bl        #0x2efa56c
  ...
  0x7bedab4: bl        #0x2efa56c
  ...
  0x7bedabc: bl        #0x8b385c0
  ...
  0x7bedacc: bl        #0x8b385d0
  ...
  0x7bedad4: bl        #0x8b385e0
  ...
  0x7bedae8: bl        #0x2efa56c
  ...
  0x7bedaf8: bl        #0x2efa56c
  ...
  0x7bedb3c: bl        #0x2f0c7fc
  ...
  0x7bedb4c: bl        #0x2f8e53c
  ...
  0x7bedbb8: bl        #0x2efa4dc
  ...
  0x7bedbd8: bl        #0x8b352f0
  ...
  0x7bedbfc: bl        #0x2f0c7fc
  ...
  0x7bedc0c: bl        #0x2f8e53c
  ...
  0x7bedc78: bl        #0x2efa4dc
  ...
  0x7bedc98: bl        #0x8b352f0
  ...
  0x7bedcbc: bl        #0x2f0c7fc
  ...
  0x7bedccc: bl        #0x2f8e53c
  ...
  0x7bedd38: bl        #0x2efa4dc
  ...
  0x7bedd58: bl        #0x8b352f0
  ...
  0x7bedd6c: bl        #0x8b382d0
  0x7bedd70: bl        #0x8b382d0
  0x7bedd74: bl        #0x8b382d0
  0x7bedd78: bl        #0x8b382d0
  0x7bedd7c: bl        #0x8b382d0
  0x7bedd80: bl        #0x8b382d0
  0x7bedd84: bl        #0x8b382d0
  0x7bedd88: bl        #0x8b382d0
  0x7bedd8c: bl        #0x8b382d0
  0x7bedd90: bl        #0x8b382d0
  0x7bedd94: bl        #0x8b382d0
  0x7bedd98: bl        #0x8b382d0
  0x7bedd9c: bl        #0x8b35290

-- fn 0x7bedda0-0x7bf1380 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7bede54: bl        #0x2efb614
  ...
  0x7bede68: bl        #0x7bf1890
  ...
  0x7bedec4: add       x11, x11, #0x880
  0x7bedec8: add       x26, x8, #0x18
  0x7bedecc: str       w10, [x14, #0x10]!
  0x7beded0: add       x10, x11, #0x28
  0x7beded4: add       x0, x8, #0x80
  0x7beded8: mov       x1, x26
  0x7bededc: stp       x14, x13, [sp, #0x18]
  0x7bedee0: add       x25, x8, #0x10
  0x7bedee4: stp       xzr, x24, [x19, #0x120]
  0x7bedee8: str       x10, [x19, #0x198]
  0x7bedeec: str       x11, [x19, #0x118]
  0x7bedef0: str       x0, [sp, #0x38]
  0x7bedef4: bl        #0x8b38590
  0x7bedef8: mov       w8, #-1
  0x7bedefc: add       x9, x21, #0x50
  0x7bedf00: mov       x0, x26
  0x7bedf04: str       xzr, [x19, #0x220]
  0x7bedf08: str       x21, [x19, #0x118]
  0x7bedf0c: str       w8, [sp, #0x310]
  0x7bedf10: str       x9, [x19, #0x198]
  0x7bedf14: str       x24, [x19, #0x128]
  0x7bedf18: str       x26, [sp, #0x30]
  0x7bedf1c: bl        #0x8b385a0
  0x7bedf20: adrp      x9, #0x8cc7000
  0x7bedf24: add       x9, x9, #0x918
  0x7bedf28: mov       w8, #0x18
  0x7bedf2c: orr       x11, x23, #1
  0x7bedf30: movi      v0.2d, #0000000000000000
  0x7bedf34: adrp      x12, #0x8cc7000
  0x7bedf38: add       x12, x12, #0x6b0
  0x7bedf3c: str       x9, [x19, #0x130]
  0x7bedf40: ldrb      w9, [sp, #0xb0]
  0x7bedf44: str       w8, [sp, #0x278]
  ...
  0x7bedf74: bl        #0x8b35330
  ...
  0x7bedf84: bl        #0x2f2e26c
  ...
  0x7bedf98: bl        #0x2f92e04
  ...
  0x7bedfb4: bl        #0x2f8e53c
  ...
  0x7bee020: bl        #0x8b38590
  ...
  0x7bee044: bl        #0x8b385a0
  ...
  0x7bee0b4: bl        #0x2f2e26c
  ...
  0x7bee0c0: bl        #0x8b38620
  ...
  0x7bee0e8: bl        #0x2efa56c
  ...
  0x7bee0f0: bl        #0x8b385c0
  ...
  0x7bee100: bl        #0x8b385d0
  ...
  0x7bee108: bl        #0x8b385e0
  ...
  0x7bee130: bl        #0x8b38590
  ...
  0x7bee154: bl        #0x8b385a0
  ...
  0x7bee1c8: bl        #0x2f2e26c
  ...
  0x7bee1d4: bl        #0x8b38620
  ...
  0x7bee1fc: bl        #0x2efa56c
  ...
  0x7bee204: bl        #0x8b385c0
  ...
  0x7bee214: bl        #0x8b385d0
  ...
  0x7bee21c: bl        #0x8b385e0
  ...
  0x7bee244: bl        #0x8b38590
  ...
  0x7bee268: bl        #0x8b385a0
  ...
  0x7bee2dc: bl        #0x2f2e26c
  ...
  0x7bee2e8: bl        #0x8b38620
  ...
  0x7bee310: bl        #0x2efa56c
  ...
  0x7bee318: bl        #0x8b385c0
  ...
  0x7bee328: bl        #0x8b385d0
  ...
  0x7bee330: bl        #0x8b385e0
  ...
  0x7bee358: bl        #0x8b38590
  ...
  0x7bee380: bl        #0x8b385a0
  ...
  0x7bee40c: bl        #0x2f2e26c
  ...
  0x7bee418: bl        #0x8b38620
  ...
  0x7bee44c: bl        #0x2efa56c
  ...
  0x7bee454: bl        #0x8b385c0
  ...
  0x7bee464: bl        #0x8b385d0
  ...
  0x7bee46c: bl        #0x8b385e0
  ...
  0x7bee528: bl        #0x2efa56c
  ...
  0x7bee564: bl        #0x2efa56c
  ...
  0x7bee5a0: bl        #0x2efa56c
  ...
  0x7bee5cc: bl        #0x2efa56c
  ...
  0x7bee5d4: bl        #0x8b385c0
  ...
  0x7bee5e4: bl        #0x8b385d0
  ...
  0x7bee5ec: bl        #0x8b385e0
  ...
  0x7bee5fc: bl        #0x2efa56c
  ...
  0x7bee60c: bl        #0x2efa56c
  ...
  0x7bee694: bl        #0x2efb614
  ...
  0x7bee6a8: bl        #0x7bf1890
  ...
  0x7bee738: bl        #0x8b38590
  ...
  0x7bee760: bl        #0x8b385a0
  ...
  0x7bee7b4: bl        #0x8b35330
  ...
  0x7bee7c4: bl        #0x2f2e26c
  ...
  0x7bee7d8: bl        #0x2f92e04
  ...
  0x7bee7f4: bl        #0x2f8e53c
  ...
  0x7bee864: bl        #0x8b38590
  ...
  0x7bee888: bl        #0x8b385a0
  ...
  0x7bee8f8: bl        #0x2f2e26c
  ...
  0x7bee904: bl        #0x8b38620
  ...
  0x7bee92c: bl        #0x2efa56c
  ...
  0x7bee934: bl        #0x8b385c0
  ...
  0x7bee944: bl        #0x8b385d0
  ...
  0x7bee94c: bl        #0x8b385e0
  ...
  0x7bee974: bl        #0x8b38590
  ...
  0x7bee998: bl        #0x8b385a0
  ...
  0x7beea0c: bl        #0x2f2e26c
  ...
  0x7beea18: bl        #0x8b38620
  ...
  0x7beea40: bl        #0x2efa56c
  ...
  0x7beea48: bl        #0x8b385c0
  ...
  0x7beea58: bl        #0x8b385d0
  ...
  0x7beea60: bl        #0x8b385e0
  ...
  0x7beea88: bl        #0x8b38590
  ...
  0x7beeaac: bl        #0x8b385a0
  ...
  0x7beeb20: bl        #0x2f2e26c
  ...
  0x7beeb2c: bl        #0x8b38620
  ...
  0x7beeb54: bl        #0x2efa56c
  ...
  0x7beeb5c: bl        #0x8b385c0
  ...
  0x7beeb6c: bl        #0x8b385d0
  ...
  0x7beeb74: bl        #0x8b385e0
  ...
  0x7beeb9c: bl        #0x8b38590
  ...
  0x7beebc4: bl        #0x8b385a0
  ...
  0x7beec50: bl        #0x2f2e26c
  ...
  0x7beec5c: bl        #0x8b38620
  ...
  0x7beec90: bl        #0x2efa56c
  ...
  0x7beec98: bl        #0x8b385c0
  ...
  0x7beeca8: bl        #0x8b385d0
  ...
  0x7beecb0: bl        #0x8b385e0
  ...
  0x7beed6c: bl        #0x2efa56c
  ...
  0x7beeda8: bl        #0x2efa56c
  ...
  0x7beedc0: bl        #0x2f0c7fc
  ...
  0x7beedd0: bl        #0x2f8e53c
  ...
  0x7beee3c: bl        #0x2efa4dc
  ...
  0x7beee64: bl        #0x8b352f0
  ...
  0x7beee80: bl        #0x2efa56c
  ...
  0x7beeeac: bl        #0x2efa56c
  ...
  0x7beeeb4: bl        #0x8b385c0
  ...
  0x7beeec4: bl        #0x8b385d0
  ...
  0x7beeecc: bl        #0x8b385e0
  ...
  0x7beeedc: bl        #0x2efa56c
  ...
  0x7beeeec: bl        #0x2efa56c
  ...
  0x7beef4c: bl        #0x2efb614
  ...
  0x7beef68: bl        #0x7bf1890
  ...
  0x7beeff8: bl        #0x8b38590
  ...
  0x7bef020: bl        #0x8b385a0
  ...
  0x7bef074: bl        #0x8b35330
  ...
  0x7bef084: bl        #0x2f2e26c
  ...
  0x7bef098: bl        #0x2f92e04
  ...
  0x7bef0b4: bl        #0x2f8e53c
  ...
  0x7bef124: bl        #0x8b38590
  ...
  0x7bef148: bl        #0x8b385a0
  ...
  0x7bef1b8: bl        #0x2f2e26c
  ...
  0x7bef1c4: bl        #0x8b38620
  ...
  0x7bef1ec: bl        #0x2efa56c
  ...
  0x7bef1f4: bl        #0x8b385c0
  ...
  0x7bef204: bl        #0x8b385d0
  ...
  0x7bef20c: bl        #0x8b385e0
  ...
  0x7bef234: bl        #0x8b38590
  ...
  0x7bef258: bl        #0x8b385a0
  ...
  0x7bef2cc: bl        #0x2f2e26c
  ...
  0x7bef2d8: bl        #0x8b38620
  ...
  0x7bef300: bl        #0x2efa56c
  ...
  0x7bef308: bl        #0x8b385c0
  ...
  0x7bef318: bl        #0x8b385d0
  ...
  0x7bef320: bl        #0x8b385e0
  ...
  0x7bef348: bl        #0x8b38590
  ...
  0x7bef36c: bl        #0x8b385a0
  ...
  0x7bef3e0: bl        #0x2f2e26c
  ...
  0x7bef3ec: bl        #0x8b38620
  ...
  0x7bef418: bl        #0x2efa56c
  ...
  0x7bef420: bl        #0x8b385c0
  ...
  0x7bef430: bl        #0x8b385d0
  ...
  0x7bef438: bl        #0x8b385e0
  ...
  0x7bef460: bl        #0x8b38590
  ...
  0x7bef488: bl        #0x8b385a0
  ...
  0x7bef518: bl        #0x2f2e26c
  ...
  0x7bef524: bl        #0x8b38620
  ...
  0x7bef550: bl        #0x2efa56c
  ...
  0x7bef558: bl        #0x8b385c0
  ...
  0x7bef568: bl        #0x8b385d0
  ...
  0x7bef570: bl        #0x8b385e0
  ...
  0x7bef62c: bl        #0x2efa56c
  ...
  0x7bef668: bl        #0x2efa56c
  ...
  0x7bef6a8: bl        #0x2efa56c
  ...
  0x7bef6d4: bl        #0x2efa56c
  ...
  0x7bef6dc: bl        #0x8b385c0
  ...
  0x7bef6ec: bl        #0x8b385d0
  ...
  0x7bef6f4: bl        #0x8b385e0
  ...
  0x7bef704: bl        #0x2efa56c
  ...
  0x7bef714: bl        #0x2efa56c
  ...
  0x7bef754: bl        #0x2efb614
  ...
  0x7bef768: bl        #0x7bf1890
  ...
  0x7bef7f4: bl        #0x8b38590
  ...
  0x7bef81c: bl        #0x8b385a0
  ...
  0x7bef870: bl        #0x8b35330
  ...
  0x7bef880: bl        #0x2f2e26c
  ...
  0x7bef894: bl        #0x2f92e04
  ...
  0x7bef8b0: bl        #0x2f8e53c
  ...
  0x7bef920: bl        #0x8b38590
  ...
  0x7bef944: bl        #0x8b385a0
  ...
  0x7bef9b4: bl        #0x2f2e26c
  ...
  0x7bef9c0: bl        #0x8b38620
  ...
  0x7bef9e8: bl        #0x2efa56c
  ...
  0x7bef9f0: bl        #0x8b385c0
  ...
  0x7befa00: bl        #0x8b385d0
  ...
  0x7befa08: bl        #0x8b385e0
  ...
  0x7befa30: bl        #0x8b38590
  ...
  0x7befa54: bl        #0x8b385a0
  ...
  0x7befac8: bl        #0x2f2e26c
  ...
  0x7befad4: bl        #0x8b38620
  ...
  0x7befafc: bl        #0x2efa56c
  ...
  0x7befb04: bl        #0x8b385c0
  ...
  0x7befb14: bl        #0x8b385d0
  ...
  0x7befb1c: bl        #0x8b385e0
  ...
  0x7befb44: bl        #0x8b38590
  ...
  0x7befb68: bl        #0x8b385a0
  ...
  0x7befbdc: bl        #0x2f2e26c
  ...
  0x7befbe8: bl        #0x8b38620
  ...
  0x7befc14: bl        #0x2efa56c
  ...
  0x7befc1c: bl        #0x8b385c0
  ...
  0x7befc2c: bl        #0x8b385d0
  ...
  0x7befc34: bl        #0x8b385e0
  ...
  0x7befc5c: bl        #0x8b38590
  ...
  0x7befc84: bl        #0x8b385a0
  ...
  0x7befd14: bl        #0x2f2e26c
  ...
  0x7befd20: bl        #0x8b38620
  ...
  0x7befd4c: bl        #0x2efa56c
  ...
  0x7befd54: bl        #0x8b385c0
  ...
  0x7befd64: bl        #0x8b385d0
  ...
  0x7befd6c: bl        #0x8b385e0
  ...
  0x7befe28: bl        #0x2efa56c
  ...
  0x7befe64: bl        #0x2efa56c
  ...
  0x7befea4: bl        #0x2efa56c
  ...
  0x7befed0: bl        #0x2efa56c
  ...
  0x7befed8: bl        #0x8b385c0
  ...
  0x7befee8: bl        #0x8b385d0
  ...
  0x7befef0: bl        #0x8b385e0
  ...
  0x7beff00: bl        #0x2efa56c
  ...
  0x7beff10: bl        #0x2efa56c
  ...
  0x7beff98: bl        #0x2efb614
  ...
  0x7beffac: bl        #0x7bf1890
  ...
  0x7bf003c: bl        #0x8b38590
  ...
  0x7bf0064: bl        #0x8b385a0
  ...
  0x7bf00b8: bl        #0x8b35330
  ...
  0x7bf00c8: bl        #0x2f2e26c
  ...
  0x7bf00dc: bl        #0x2f92e04
  ...
  0x7bf00f8: bl        #0x2f8e53c
  ...
  0x7bf0168: bl        #0x8b38590
  ...
  0x7bf018c: bl        #0x8b385a0
  ...
  0x7bf01fc: bl        #0x2f2e26c
  ...
  0x7bf0208: bl        #0x8b38620
  ...
  0x7bf0230: bl        #0x2efa56c
  ...
  0x7bf0238: bl        #0x8b385c0
  ...
  0x7bf0248: bl        #0x8b385d0
  ...
  0x7bf0250: bl        #0x8b385e0
  ...
  0x7bf0278: bl        #0x8b38590
  ...
  0x7bf029c: bl        #0x8b385a0
  ...
  0x7bf0310: bl        #0x2f2e26c
  ...
  0x7bf031c: bl        #0x8b38620
  ...
  0x7bf0344: bl        #0x2efa56c
  ...
  0x7bf034c: bl        #0x8b385c0
  ...
  0x7bf035c: bl        #0x8b385d0
  ...
  0x7bf0364: bl        #0x8b385e0
  ...
  0x7bf038c: bl        #0x8b38590
  ...
  0x7bf03b0: bl        #0x8b385a0
  ...
  0x7bf0424: bl        #0x2f2e26c
  ...
  0x7bf0430: bl        #0x8b38620
  ...
  0x7bf045c: bl        #0x2efa56c
  ...
  0x7bf0464: bl        #0x8b385c0
  ...
  0x7bf0474: bl        #0x8b385d0
  ...
  0x7bf047c: bl        #0x8b385e0
  ...
  0x7bf04a4: bl        #0x8b38590
  ...
  0x7bf04cc: bl        #0x8b385a0
  ...
